Battle Tag,Total Points,Player Region,Points,Earned Summary
pBLhawk,6,Europe,1,Earned from Legend Ranking 1616 in Europe from APRIL of 2018
PDA,6,Asia-Pacific,2,Earned from Legend Ranking 936 in Asia-Pacific from APRIL of 2018
PDA,6,Asia-Pacific,4,Earned from Legend Ranking 471 in Asia-Pacific from MAY of 2018
PDeS,6,Europe,4,Earned from Legend Ranking 430 in Europe from APRIL of 2018
PDeS,6,Europe,1,Earned from Legend Ranking 2117 in Europe from JUNE of 2018
PDeS,6,Europe,1,Earned from Legend Ranking 19309 in Europe from MAY of 2018
peerry,6,Americas,4,Earned from Legend Ranking 334 in Americas from APRIL of 2018
peerry,6,Americas,1,Earned from Legend Ranking 3064 in Americas from MAY of 2018
peerry,6,Americas,1,Earned from Legend Ranking 1142 in Americas from JUNE of 2018
Perseus42,6,Americas,1,Earned from Legend Ranking 7056 in Americas from MAY of 2018
Perseus42,6,Americas,1,Earned from Legend Ranking 5528 in Americas from JUNE of 2018
Perseus42,6,Americas,4,Earned from Legend Ranking 453 in Americas from APRIL of 2018
Petko,6,Europe,1,Earned from Legend Ranking 5848 in Europe from MAY of 2018
Petko,6,Europe,4,Earned from Legend Ranking 375 in Europe from APRIL of 2018
Petko,6,Europe,1,Earned from Legend Ranking 10311 in Europe from JUNE of 2018
PewQ,6,Europe,4,Earned from Legend Ranking 389 in Europe from JUNE of 2018
PewQ,6,Europe,1,Earned from Legend Ranking 1504 in Europe from APRIL of 2018
PewQ,6,Europe,1,Earned from Legend Ranking 1411 in Europe from MAY of 2018
Phil,6,Europe,1,Earned from Legend Ranking 5224 in Europe from JUNE of 2018
Phil,6,Europe,4,Earned from Legend Ranking 261 in Europe from APRIL of 2018
Phil,6,Europe,1,Earned from Legend Ranking 1013 in Europe from MAY of 2018
philosophian,6,Americas,1,Earned from Legend Ranking 5745 in Americas from MAY of 2018
philosophian,6,Americas,4,Earned from Legend Ranking 255 in Americas from JUNE of 2018
philosophian,6,Americas,1,Earned from Legend Ranking 2061 in Americas from APRIL of 2018
Phurin,6,Americas,1,Earned from Legend Ranking 8176 in Americas from APRIL of 2018
Phurin,6,Americas,4,Earned from Legend Ranking 386 in Americas from JUNE of 2018
Phurin,6,Americas,1,Earned from Legend Ranking 2430 in Americas from MAY of 2018
Piggeh,6,Americas,1,Earned from Legend Ranking 8116 in Americas from MAY of 2018
Piggeh,6,Americas,4,Earned from Legend Ranking 494 in Americas from JUNE of 2018
Piggeh,6,Americas,1,Earned from Legend Ranking 2362 in Americas from APRIL of 2018
Pinpingho,6,Asia-Pacific,1,Earned from Legend Ranking 6346 in Asia-Pacific from MAY of 2018
Pinpingho,6,Asia-Pacific,4,Earned from Legend Ranking 290 in Asia-Pacific from JUNE of 2018
Pinpingho,6,Asia-Pacific,1,Earned from Legend Ranking 1135 in Asia-Pacific from APRIL of 2018
Piol,6,Asia-Pacific,1,Earned from Legend Ranking 7850 in Asia-Pacific from JUNE of 2018
Piol,6,Asia-Pacific,4,Earned from Legend Ranking 337 in Asia-Pacific from APRIL of 2018
Piol,6,Asia-Pacific,1,Earned from Legend Ranking 2201 in Asia-Pacific from MAY of 2018
Player671,6,Europe,6,Earned from Legend Ranking 124 in Europe from JUNE of 2018
pluto,6,Asia-Pacific,1,Earned from Legend Ranking 9155 in Asia-Pacific from APRIL of 2018
pluto,6,Asia-Pacific,1,Earned from Legend Ranking 7977 in Asia-Pacific from MAY of 2018
pluto,6,Asia-Pacific,4,Earned from Legend Ranking 457 in Asia-Pacific from JUNE of 2018
Poupouli,6,Europe,2,Earned from Legend Ranking 629 in Europe from MAY of 2018
Poupouli,6,Europe,4,Earned from Legend Ranking 446 in Europe from APRIL of 2018
Powerslave,6,Europe,1,Earned from Legend Ranking 4707 in Europe from MAY of 2018
Powerslave,6,Europe,4,Earned from Legend Ranking 381 in Europe from JUNE of 2018
Powerslave,6,Europe,1,Earned from Legend Ranking 17818 in Europe from APRIL of 2018
Pratap,6,Americas,4,Earned from Legend Ranking 395 in Americas from JUNE of 2018
Pratap,6,Americas,1,Earned from Legend Ranking 2228 in Americas from MAY of 2018
Pratap,6,Americas,1,Earned from Legend Ranking 11023 in Americas from APRIL of 2018
pretok,6,Europe,4,Earned from Legend Ranking 350 in Europe from APRIL of 2018
pretok,6,Europe,1,Earned from Legend Ranking 1912 in Europe from JUNE of 2018
pretok,6,Europe,1,Earned from Legend Ranking 16537 in Europe from MAY of 2018
Pryce,6,Europe,2,Earned from Legend Ranking 541 in Europe from MAY of 2018
Pryce,6,Europe,4,Earned from Legend Ranking 305 in Europe from JUNE of 2018
Puksin,6,Asia-Pacific,1,Earned from Legend Ranking 8497 in Asia-Pacific from APRIL of 2018
Puksin,6,Asia-Pacific,4,Earned from Legend Ranking 487 in Asia-Pacific from MAY of 2018
Puksin,6,Asia-Pacific,1,Earned from Legend Ranking 3072 in Asia-Pacific from JUNE of 2018
Pymbette,6,Americas,1,Earned from Legend Ranking 6065 in Americas from JUNE of 2018
Pymbette,6,Americas,1,Earned from Legend Ranking 4730 in Americas from APRIL of 2018
Pymbette,6,Americas,4,Earned from Legend Ranking 449 in Americas from MAY of 2018
RabidWombat,6,Americas,2,Earned from Legend Ranking 981 in Americas from APRIL of 2018
RabidWombat,6,Americas,2,Earned from Legend Ranking 644 in Americas from JUNE of 2018
RabidWombat,6,Americas,2,Earned from Legend Ranking 587 in Americas from MAY of 2018
Raeff,6,Europe,1,Earned from Legend Ranking 9586 in Europe from JUNE of 2018
Raeff,6,Europe,1,Earned from Legend Ranking 4327 in Europe from MAY of 2018
Raeff,6,Europe,4,Earned from Legend Ranking 233 in Europe from APRIL of 2018
rafafou,6,Europe,4,Earned from Legend Ranking 473 in Europe from MAY of 2018
rafafou,6,Europe,1,Earned from Legend Ranking 1515 in Europe from APRIL of 2018
rafafou,6,Europe,1,Earned from Legend Ranking 11236 in Europe from JUNE of 2018
railgun,6,Americas,4,Earned from Legend Ranking 391 in Americas from JUNE of 2018
railgun,6,Americas,1,Earned from Legend Ranking 2220 in Americas from APRIL of 2018
railgun,6,Americas,1,Earned from Legend Ranking 2152 in Americas from MAY of 2018
Rami94,6,Americas,1,Earned from Legend Ranking 4597 in Americas from MAY of 2018
Rami94,6,Americas,4,Earned from Legend Ranking 414 in Americas from JUNE of 2018
Rami94,6,Americas,1,Earned from Legend Ranking 3658 in Americas from APRIL of 2018
Ranlit,6,Americas,4,Earned from Legend Ranking 281 in Americas from APRIL of 2018
Ranlit,6,Americas,1,Earned from Legend Ranking 2499 in Americas from MAY of 2018
Ranlit,6,Americas,1,Earned from Legend Ranking 1140 in Americas from JUNE of 2018
rask,6,Asia-Pacific,1,Earned from Legend Ranking 6622 in Asia-Pacific from JUNE of 2018
rask,6,Asia-Pacific,4,Earned from Legend Ranking 440 in Asia-Pacific from MAY of 2018
rask,6,Asia-Pacific,1,Earned from Legend Ranking 2021 in Asia-Pacific from APRIL of 2018
Raven,6,Europe,4,Earned from Legend Ranking 256 in Europe from JUNE of 2018
Raven,6,Europe,1,Earned from Legend Ranking 2556 in Europe from APRIL of 2018
Raven,6,Europe,1,Earned from Legend Ranking 18920 in Europe from MAY of 2018
Raz,6,Americas,2,Earned from Legend Ranking 946 in Americas from JUNE of 2018
Raz,6,Americas,2,Earned from Legend Ranking 787 in Americas from MAY of 2018
Raz,6,Americas,2,Earned from Legend Ranking 598 in Americas from APRIL of 2018
Rests,6,Asia-Pacific,4,Earned from Legend Ranking 474 in Asia-Pacific from APRIL of 2018
Rests,6,Asia-Pacific,1,Earned from Legend Ranking 3176 in Asia-Pacific from MAY of 2018
Rests,6,Asia-Pacific,1,Earned from Legend Ranking 2974 in Asia-Pacific from JUNE of 2018
Revastran,6,Americas,1,Earned from Legend Ranking 7688 in Americas from APRIL of 2018
Revastran,6,Americas,4,Earned from Legend Ranking 473 in Americas from MAY of 2018
Revastran,6,Americas,1,Earned from Legend Ranking 1475 in Americas from JUNE of 2018
Rhuss,6,Asia-Pacific,2,Earned from Legend Ranking 988 in Asia-Pacific from JUNE of 2018
Rhuss,6,Asia-Pacific,4,Earned from Legend Ranking 392 in Asia-Pacific from MAY of 2018
Riko,6,Europe,1,Earned from Legend Ranking 4768 in Asia-Pacific from MAY of 2018
Riko,6,Europe,4,Earned from Legend Ranking 457 in Asia-Pacific from APRIL of 2018
Riko,6,Europe,1,Earned from Legend Ranking 2276 in Asia-Pacific from JUNE of 2018
RojNation,6,Americas,4,Earned from Legend Ranking 420 in Americas from APRIL of 2018
RojNation,6,Americas,1,Earned from Legend Ranking 3488 in Americas from MAY of 2018
RojNation,6,Americas,1,Earned from Legend Ranking 2498 in Americas from JUNE of 2018
RonMexico,6,Americas,1,Earned from Legend Ranking 8968 in Americas from MAY of 2018
RonMexico,6,Americas,4,Earned from Legend Ranking 492 in Americas from JUNE of 2018
RonMexico,6,Americas,1,Earned from Legend Ranking 11238 in Americas from APRIL of 2018
rororollll,6,Asia-Pacific,1,Earned from Legend Ranking 5726 in Asia-Pacific from MAY of 2018
rororollll,6,Asia-Pacific,1,Earned from Legend Ranking 3575 in Asia-Pacific from APRIL of 2018
rororollll,6,Asia-Pacific,4,Earned from Legend Ranking 221 in Asia-Pacific from JUNE of 2018
Rozz,6,Asia-Pacific,2,Earned from Legend Ranking 590 in Americas from JUNE of 2018
Rozz,6,Asia-Pacific,4,Earned from Legend Ranking 209 in Americas from MAY of 2018
safo20,6,Europe,1,Earned from Legend Ranking 5327 in Europe from JUNE of 2018
safo20,6,Europe,4,Earned from Legend Ranking 413 in Europe from APRIL of 2018
safo20,6,Europe,1,Earned from Legend Ranking 3698 in Europe from MAY of 2018
sasharabenok,6,Europe,1,Earned from Legend Ranking 4655 in Europe from MAY of 2018
sasharabenok,6,Europe,4,Earned from Legend Ranking 295 in Europe from APRIL of 2018
sasharabenok,6,Europe,1,Earned from Legend Ranking 2857 in Europe from JUNE of 2018
SATANCURSEYO,6,Americas,6,Earned from Legend Ranking 103 in Americas from APRIL of 2018
Sattors,6,Europe,4,Earned from Legend Ranking 315 in Europe from APRIL of 2018
Sattors,6,Europe,1,Earned from Legend Ranking 16374 in Europe from MAY of 2018
Sattors,6,Europe,1,Earned from Legend Ranking 11221 in Europe from JUNE of 2018
Savitar,6,Asia-Pacific,1,Earned from Legend Ranking 9152 in Americas from APRIL of 2018
Savitar,6,Asia-Pacific,1,Earned from Legend Ranking 7372 in Americas from MAY of 2018
Savitar,6,Asia-Pacific,4,Earned from Legend Ranking 259 in Americas from JUNE of 2018
Scarlet,6,Americas,1,Earned from Legend Ranking 6789 in Americas from APRIL of 2018
Scarlet,6,Americas,1,Earned from Legend Ranking 3970 in Americas from MAY of 2018
Scarlet,6,Americas,4,Earned from Legend Ranking 316 in Americas from JUNE of 2018
Schez0,6,Asia-Pacific,1,Earned from Legend Ranking 6455 in Asia-Pacific from JUNE of 2018
Schez0,6,Asia-Pacific,4,Earned from Legend Ranking 277 in Asia-Pacific from APRIL of 2018
Schez0,6,Asia-Pacific,1,Earned from Legend Ranking 1254 in Americas from MAY of 2018
screamofsky,6,Europe,2,Earned from Legend Ranking 508 in Europe from APRIL of 2018
screamofsky,6,Europe,4,Earned from Legend Ranking 252 in Europe from MAY of 2018
Seifé,6,Europe,1,Earned from Legend Ranking 4215 in Europe from APRIL of 2018
Seifé,6,Europe,4,Earned from Legend Ranking 306 in Europe from MAY of 2018
Seifé,6,Europe,1,Earned from Legend Ranking 12636 in Europe from JUNE of 2018
Seiku,6,Europe,4,Earned from Legend Ranking 270 in Europe from MAY of 2018
Seiku,6,Europe,1,Earned from Legend Ranking 23142 in Europe from APRIL of 2018
Seiku,6,Europe,1,Earned from Legend Ranking 1145 in Europe from JUNE of 2018
SelJo,6,Europe,4,Earned from Legend Ranking 379 in Europe from JUNE of 2018
SelJo,6,Europe,1,Earned from Legend Ranking 3470 in Europe from APRIL of 2018
SelJo,6,Europe,1,Earned from Legend Ranking 2456 in Europe from MAY of 2018
SeongYun,6,Asia-Pacific,1,Earned from Legend Ranking 6953 in Asia-Pacific from JUNE of 2018
SeongYun,6,Asia-Pacific,4,Earned from Legend Ranking 497 in Asia-Pacific from APRIL of 2018
SeongYun,6,Asia-Pacific,1,Earned from Legend Ranking 2900 in Asia-Pacific from MAY of 2018
Serbio,6,Europe,4,Earned from Legend Ranking 408 in Europe from JUNE of 2018
Serbio,6,Europe,1,Earned from Legend Ranking 2863 in Europe from APRIL of 2018
Serbio,6,Europe,1,Earned from Legend Ranking 1076 in Europe from MAY of 2018
Serzhul,6,Asia-Pacific,1,Earned from Legend Ranking 7597 in Asia-Pacific from JUNE of 2018
Serzhul,6,Asia-Pacific,1,Earned from Legend Ranking 7522 in Asia-Pacific from MAY of 2018
Serzhul,6,Asia-Pacific,4,Earned from Legend Ranking 251 in Asia-Pacific from APRIL of 2018
Sevant,6,Europe,1,Earned from Legend Ranking 9566 in Europe from JUNE of 2018
Sevant,6,Europe,4,Earned from Legend Ranking 386 in Europe from APRIL of 2018
Sevant,6,Europe,1,Earned from Legend Ranking 1513 in Europe from MAY of 2018
SevenC,6,Asia-Pacific,1,Earned from Legend Ranking 5881 in Asia-Pacific from JUNE of 2018
SevenC,6,Asia-Pacific,4,Earned from Legend Ranking 479 in Asia-Pacific from MAY of 2018
SevenC,6,Asia-Pacific,1,Earned from Legend Ranking 3300 in Asia-Pacific from APRIL of 2018
Sevenril,6,Europe,1,Earned from Legend Ranking 7823 in Europe from APRIL of 2018
Sevenril,6,Europe,4,Earned from Legend Ranking 443 in Europe from JUNE of 2018
Sevenril,6,Europe,1,Earned from Legend Ranking 11712 in Europe from MAY of 2018
Sezoklo,6,Europe,1,Earned from Legend Ranking 6355 in Europe from APRIL of 2018
Sezoklo,6,Europe,4,Earned from Legend Ranking 422 in Europe from JUNE of 2018
Sezoklo,6,Europe,1,Earned from Legend Ranking 1122 in Europe from MAY of 2018
SFB,6,Europe,4,Earned from Legend Ranking 282 in Europe from JUNE of 2018
SFB,6,Europe,1,Earned from Legend Ranking 1620 in Europe from APRIL of 2018
SFB,6,Europe,1,Earned from Legend Ranking 1114 in Europe from MAY of 2018
Sfouggarakis,6,Europe,4,Earned from Legend Ranking 388 in Europe from JUNE of 2018
Sfouggarakis,6,Europe,1,Earned from Legend Ranking 2181 in Europe from APRIL of 2018
Sfouggarakis,6,Europe,1,Earned from Legend Ranking 1048 in Europe from MAY of 2018
SgtSlty,6,Europe,1,Earned from Legend Ranking 6210 in Europe from JUNE of 2018
SgtSlty,6,Europe,4,Earned from Legend Ranking 475 in Europe from APRIL of 2018
SgtSlty,6,Europe,1,Earned from Legend Ranking 1201 in Europe from MAY of 2018
ShadowDragon,6,Asia-Pacific,4,Earned from Legend Ranking 397 in Asia-Pacific from JUNE of 2018
ShadowDragon,6,Asia-Pacific,1,Earned from Legend Ranking 2054 in Asia-Pacific from APRIL of 2018
ShadowDragon,6,Asia-Pacific,1,Earned from Legend Ranking 1911 in Asia-Pacific from MAY of 2018
Shads,6,Americas,1,Earned from Legend Ranking 4762 in Americas from MAY of 2018
Shads,6,Americas,4,Earned from Legend Ranking 426 in Americas from APRIL of 2018
Shads,6,Americas,1,Earned from Legend Ranking 1384 in Americas from JUNE of 2018
Shagura,6,Europe,1,Earned from Legend Ranking 5640 in Europe from MAY of 2018
Shagura,6,Europe,1,Earned from Legend Ranking 3922 in Europe from APRIL of 2018
Shagura,6,Europe,4,Earned from Legend Ranking 236 in Americas from JUNE of 2018
sheryl,6,Asia-Pacific,1,Earned from Legend Ranking 6910 in Asia-Pacific from JUNE of 2018
sheryl,6,Asia-Pacific,4,Earned from Legend Ranking 266 in Asia-Pacific from APRIL of 2018
sheryl,6,Asia-Pacific,1,Earned from Legend Ranking 1612 in Asia-Pacific from MAY of 2018
ShinyPants,6,Asia-Pacific,1,Earned from Legend Ranking 7680 in Asia-Pacific from MAY of 2018
ShinyPants,6,Asia-Pacific,1,Earned from Legend Ranking 3790 in Asia-Pacific from APRIL of 2018
ShinyPants,6,Asia-Pacific,4,Earned from Legend Ranking 363 in Asia-Pacific from JUNE of 2018
Shodda,6,Americas,1,Earned from Legend Ranking 5139 in Americas from JUNE of 2018
Shodda,6,Americas,4,Earned from Legend Ranking 434 in Americas from MAY of 2018
Shodda,6,Americas,1,Earned from Legend Ranking 1415 in Americas from APRIL of 2018
shoka,6,Asia-Pacific,4,Earned from Legend Ranking 426 in Asia-Pacific from APRIL of 2018
shoka,6,Asia-Pacific,1,Earned from Legend Ranking 2212 in Asia-Pacific from MAY of 2018
shoka,6,Asia-Pacific,1,Earned from Legend Ranking 1629 in Asia-Pacific from JUNE of 2018
Shwitz44,6,Americas,1,Earned from Legend Ranking 6188 in Americas from MAY of 2018
Shwitz44,6,Americas,1,Earned from Legend Ranking 4468 in Americas from JUNE of 2018
Shwitz44,6,Americas,4,Earned from Legend Ranking 259 in Americas from APRIL of 2018
shy,6,Asia-Pacific,6,Earned from Legend Ranking 145 in Asia-Pacific from APRIL of 2018
Sinkids61,6,Americas,1,Earned from Legend Ranking 9856 in Americas from APRIL of 2018
Sinkids61,6,Americas,1,Earned from Legend Ranking 4811 in Americas from JUNE of 2018
Sinkids61,6,Americas,4,Earned from Legend Ranking 390 in Americas from MAY of 2018
SirKloster,6,Europe,1,Earned from Legend Ranking 6349 in Europe from APRIL of 2018
SirKloster,6,Europe,4,Earned from Legend Ranking 459 in Europe from JUNE of 2018
SirKloster,6,Europe,1,Earned from Legend Ranking 10961 in Europe from MAY of 2018
SiSMOKiNG,6,Europe,4,Earned from Legend Ranking 384 in Europe from MAY of 2018
SiSMOKiNG,6,Europe,1,Earned from Legend Ranking 3053 in Europe from APRIL of 2018
SiSMOKiNG,6,Europe,1,Earned from Legend Ranking 10488 in Europe from JUNE of 2018
Skyers,6,Asia-Pacific,2,Earned from Legend Ranking 999 in Asia-Pacific from APRIL of 2018
Skyers,6,Asia-Pacific,2,Earned from Legend Ranking 960 in Asia-Pacific from JUNE of 2018
Skyers,6,Asia-Pacific,2,Earned from Legend Ranking 802 in Asia-Pacific from MAY of 2018
Slytha,6,Europe,1,Earned from Legend Ranking 3594 in Europe from APRIL of 2018
Slytha,6,Europe,4,Earned from Legend Ranking 276 in Europe from MAY of 2018
Slytha,6,Europe,1,Earned from Legend Ranking 1116 in Europe from JUNE of 2018
SoloTu,6,Asia-Pacific,2,Earned from Legend Ranking 724 in Asia-Pacific from APRIL of 2018
SoloTu,6,Asia-Pacific,2,Earned from Legend Ranking 564 in Asia-Pacific from JUNE of 2018
SoloTu,6,Asia-Pacific,2,Earned from Legend Ranking 537 in Asia-Pacific from MAY of 2018
Sonic,6,Asia-Pacific,4,Earned from Legend Ranking 373 in Asia-Pacific from JUNE of 2018
Sonic,6,Asia-Pacific,1,Earned from Legend Ranking 11732 in Asia-Pacific from APRIL of 2018
Sonic,6,Asia-Pacific,1,Earned from Legend Ranking 10788 in Asia-Pacific from MAY of 2018
Sonny,6,Asia-Pacific,1,Earned from Legend Ranking 3683 in Asia-Pacific from MAY of 2018
Sonny,6,Asia-Pacific,4,Earned from Legend Ranking 320 in Asia-Pacific from APRIL of 2018
Sonny,6,Asia-Pacific,1,Earned from Legend Ranking 1045 in Asia-Pacific from JUNE of 2018
Spasm,6,Americas,4,Earned from Legend Ranking 465 in Americas from APRIL of 2018
Spasm,6,Americas,1,Earned from Legend Ranking 2928 in Americas from MAY of 2018
Spasm,6,Americas,1,Earned from Legend Ranking 1108 in Americas from JUNE of 2018
SpiderMonkey,6,Asia-Pacific,1,Earned from Legend Ranking 4723 in Asia-Pacific from JUNE of 2018
SpiderMonkey,6,Asia-Pacific,4,Earned from Legend Ranking 237 in Asia-Pacific from APRIL of 2018
SpiderMonkey,6,Asia-Pacific,1,Earned from Legend Ranking 1504 in Asia-Pacific from MAY of 2018
Spooge,6,Europe,6,Earned from Legend Ranking 133 in Europe from JUNE of 2018
Squirtle21,6,Americas,2,Earned from Legend Ranking 585 in Americas from APRIL of 2018
Squirtle21,6,Americas,4,Earned from Legend Ranking 493 in Americas from MAY of 2018
ssapo,6,Asia-Pacific,4,Earned from Legend Ranking 342 in Asia-Pacific from APRIL of 2018
ssapo,6,Asia-Pacific,1,Earned from Legend Ranking 2949 in Americas from JUNE of 2018
ssapo,6,Asia-Pacific,1,Earned from Legend Ranking 1208 in Asia-Pacific from MAY of 2018
SSAU,6,Asia-Pacific,4,Earned from Legend Ranking 498 in Asia-Pacific from MAY of 2018
SSAU,6,Asia-Pacific,1,Earned from Legend Ranking 2428 in Asia-Pacific from APRIL of 2018
SSAU,6,Asia-Pacific,1,Earned from Legend Ranking 1622 in Asia-Pacific from JUNE of 2018
Stabbotsford,6,Americas,1,Earned from Legend Ranking 5224 in Americas from JUNE of 2018
Stabbotsford,6,Americas,4,Earned from Legend Ranking 340 in Americas from MAY of 2018
Stabbotsford,6,Americas,1,Earned from Legend Ranking 11683 in Americas from APRIL of 2018
Starlax,6,Americas,1,Earned from Legend Ranking 8347 in Americas from MAY of 2018
Starlax,6,Americas,4,Earned from Legend Ranking 461 in Americas from JUNE of 2018
Starlax,6,Americas,1,Earned from Legend Ranking 3356 in Americas from APRIL of 2018
Staz,6,Asia-Pacific,6,Earned from placing 32 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
Stoppedby,6,Asia-Pacific,4,Earned from Legend Ranking 429 in Asia-Pacific from APRIL of 2018
Stoppedby,6,Asia-Pacific,1,Earned from Legend Ranking 2995 in Asia-Pacific from JUNE of 2018
Stoppedby,6,Asia-Pacific,1,Earned from Legend Ranking 2419 in Asia-Pacific from MAY of 2018
suferno,6,Asia-Pacific,1,Earned from Legend Ranking 8034 in Asia-Pacific from JUNE of 2018
suferno,6,Asia-Pacific,4,Earned from Legend Ranking 438 in Asia-Pacific from APRIL of 2018
suferno,6,Asia-Pacific,1,Earned from Legend Ranking 1284 in Asia-Pacific from MAY of 2018
SunAssault,6,Asia-Pacific,1,Earned from Legend Ranking 7432 in Asia-Pacific from MAY of 2018
SunAssault,6,Asia-Pacific,4,Earned from Legend Ranking 460 in Asia-Pacific from APRIL of 2018
SunAssault,6,Asia-Pacific,1,Earned from Legend Ranking 2248 in Asia-Pacific from JUNE of 2018
Supakitch,6,Americas,2,Earned from Legend Ranking 794 in Americas from MAY of 2018
Supakitch,6,Americas,2,Earned from Legend Ranking 739 in Americas from APRIL of 2018
Supakitch,6,Americas,2,Earned from Legend Ranking 591 in Americas from JUNE of 2018
Swate,6,Europe,1,Earned from Legend Ranking 3320 in Europe from JUNE of 2018
Swate,6,Europe,4,Earned from Legend Ranking 323 in Europe from APRIL of 2018
Swate,6,Europe,1,Earned from Legend Ranking 1921 in Europe from MAY of 2018
SweetSay,6,Asia-Pacific,4,Earned from Legend Ranking 442 in Asia-Pacific from APRIL of 2018
SweetSay,6,Asia-Pacific,1,Earned from Legend Ranking 4058 in Asia-Pacific from MAY of 2018
SweetSay,6,Asia-Pacific,1,Earned from Legend Ranking 4054 in Asia-Pacific from JUNE of 2018
tak,6,Asia-Pacific,4,Earned from Legend Ranking 479 in Asia-Pacific from APRIL of 2018
tak,6,Asia-Pacific,1,Earned from Legend Ranking 3366 in Asia-Pacific from MAY of 2018
tak,6,Asia-Pacific,1,Earned from Legend Ranking 1821 in Asia-Pacific from JUNE of 2018
TAROS,6,Asia-Pacific,1,Earned from Legend Ranking 8500 in Asia-Pacific from MAY of 2018
TAROS,6,Asia-Pacific,1,Earned from Legend Ranking 4140 in Asia-Pacific from APRIL of 2018
TAROS,6,Asia-Pacific,4,Earned from Legend Ranking 236 in Asia-Pacific from JUNE of 2018
Terranoise,6,Americas,4,Earned from Legend Ranking 320 in Americas from JUNE of 2018
Terranoise,6,Americas,1,Earned from Legend Ranking 2763 in Americas from APRIL of 2018
Terranoise,6,Americas,1,Earned from Legend Ranking 2174 in Americas from MAY of 2018
TexPerkins,6,Europe,4,Earned from Legend Ranking 313 in Americas from JUNE of 2018
TexPerkins,6,Europe,1,Earned from Legend Ranking 2404 in Americas from MAY of 2018
TexPerkins,6,Europe,1,Earned from Legend Ranking 2348 in Europe from APRIL of 2018
TH3G3NTL3M4N,6,Europe,1,Earned from Legend Ranking 9127 in Europe from APRIL of 2018
TH3G3NTL3M4N,6,Europe,4,Earned from Legend Ranking 246 in Europe from JUNE of 2018
TH3G3NTL3M4N,6,Europe,1,Earned from Legend Ranking 1354 in Europe from MAY of 2018
Thecrazynerd,6,Europe,4,Earned from Legend Ranking 414 in Europe from JUNE of 2018
Thecrazynerd,6,Europe,1,Earned from Legend Ranking 3677 in Europe from APRIL of 2018
Thecrazynerd,6,Europe,1,Earned from Legend Ranking 3188 in Europe from MAY of 2018
TheKraken,6,Europe,4,Earned from Legend Ranking 385 in Europe from JUNE of 2018
TheKraken,6,Europe,1,Earned from Legend Ranking 2372 in Europe from APRIL of 2018
TheKraken,6,Europe,1,Earned from Legend Ranking 2299 in Europe from MAY of 2018
TheMaverick,6,Asia-Pacific,1,Earned from Legend Ranking 7690 in Americas from MAY of 2018
TheMaverick,6,Asia-Pacific,1,Earned from Legend Ranking 5554 in Americas from JUNE of 2018
TheMaverick,6,Asia-Pacific,4,Earned from Legend Ranking 380 in Americas from APRIL of 2018
THEORY,6,Asia-Pacific,4,Earned from Legend Ranking 353 in Americas from APRIL of 2018
THEORY,6,Asia-Pacific,1,Earned from Legend Ranking 1447 in Americas from JUNE of 2018
THEORY,6,Asia-Pacific,1,Earned from Legend Ranking 1324 in Americas from MAY of 2018
timberwolfs,6,Europe,2,Earned from Legend Ranking 670 in Europe from APRIL of 2018
timberwolfs,6,Europe,4,Earned from Legend Ranking 418 in Europe from MAY of 2018
Timper,6,Europe,4,Earned from Legend Ranking 433 in Europe from JUNE of 2018
Timper,6,Europe,1,Earned from Legend Ranking 2712 in Europe from MAY of 2018
Timper,6,Europe,1,Earned from Legend Ranking 1392 in Europe from APRIL of 2018
Togaia,6,Americas,1,Earned from Legend Ranking 5507 in Americas from JUNE of 2018
Togaia,6,Americas,4,Earned from Legend Ranking 395 in Americas from MAY of 2018
Togaia,6,Americas,1,Earned from Legend Ranking 1220 in Americas from APRIL of 2018
TomForAiur,6,Europe,4,Earned from Legend Ranking 405 in Europe from JUNE of 2018
TomForAiur,6,Europe,1,Earned from Legend Ranking 3932 in Europe from APRIL of 2018
TomForAiur,6,Europe,1,Earned from Legend Ranking 1885 in Europe from MAY of 2018
Tomura,6,Asia-Pacific,4,Earned from Legend Ranking 357 in Americas from JUNE of 2018
Tomura,6,Asia-Pacific,1,Earned from Legend Ranking 1717 in Americas from MAY of 2018
Tomura,6,Asia-Pacific,1,Earned from Legend Ranking 1281 in Americas from APRIL of 2018
Triton,6,Americas,1,Earned from Legend Ranking 7018 in Americas from MAY of 2018
Triton,6,Asia-Pacific,4,Earned from Legend Ranking 383 in Asia-Pacific from APRIL of 2018
Triton,6,Americas,1,Earned from Legend Ranking 3730 in Americas from APRIL of 2018
Triton,6,Asia-Pacific,1,Earned from Legend Ranking 3661 in Asia-Pacific from MAY of 2018
Triton,6,Americas,4,Earned from Legend Ranking 241 in Americas from JUNE of 2018
Triton,6,Asia-Pacific,1,Earned from Legend Ranking 2030 in Asia-Pacific from JUNE of 2018
truvietboi,6,Americas,1,Earned from Legend Ranking 5913 in Americas from MAY of 2018
truvietboi,6,Americas,1,Earned from Legend Ranking 3732 in Americas from APRIL of 2018
truvietboi,6,Americas,4,Earned from Legend Ranking 297 in Americas from JUNE of 2018
try2doit,6,Europe,1,Earned from Legend Ranking 6991 in Europe from JUNE of 2018
try2doit,6,Europe,1,Earned from Legend Ranking 3357 in Europe from APRIL of 2018
try2doit,6,Europe,4,Earned from Legend Ranking 244 in Europe from MAY of 2018
